StudentId,School,Class Period,Condition,Consent,Lunch Status,ELL,American Indian or Alaskan Native,Asian or Pacific Islander,Black,Hispanic,White,Two or More Races,6th Grade MSP Reading,6th Grade MSP Math,Student-Teacher Ratio,Pre-Test,Post-Test,Learning Gain,Number of Assists,# EX Problems Completed,# AP problems completed,# AP Problems correct,mood_neutral,mood_down,mood_up,mood_q,attention_yes,attention_no,attention_idle,attention_q,attendance_present,attendance_missing,mood_neutral_attention_yes_attendance_present,mood_down_attention_yes_attendance_present,mood_up_attention_yes_attendance_present,mood_q_attention_yes_attendance_present
192,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,7,15,8.0,0,501,311,306,55,0,1,0,52,3,1,0,56,0,52,0,0,0
193,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,6,5,-1.0,3,194,253,241,56,0,0,0,55,0,1,0,56,0,55,0,0,0
195,Hamilton,2,tablet,NA,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,11,13,2.0,2,564,342,331,55,0,1,0,52,2,2,0,56,0,52,0,0,0
196,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,9,12,3.0,0,209,286,279,25,0,0,31,22,3,0,31,25,31,22,0,0,0
197,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,31,19,-12.0,4,347,266,262,53,0,3,0,45,10,1,0,56,0,45,0,0,0
198,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,3,11,8.0,5,393,303,298,54,0,2,0,52,3,1,0,56,0,51,0,1,0
200,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,4,14,10.0,0,569,320,316,54,0,2,0,48,6,2,0,56,0,46,0,2,0
201,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,8,16,8.0,1,756,315,313,50,0,5,1,44,9,2,1,55,1,43,0,1,0
202,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,5,15,10.0,2,346,238,236,53,0,3,0,50,6,0,0,56,0,49,0,1,0
204,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,10,16,6.0,3,462,303,297,49,0,7,0,45,11,0,0,56,0,42,0,3,0
206,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,9,21,12.0,2,502,292,288,55,0,0,1,42,11,2,1,55,1,42,0,0,0
207,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,7,7,0.0,0,400,297,289,56,0,0,0,50,6,0,0,56,0,50,0,0,0
208,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,13,17,4.0,0,520,273,273,53,0,3,0,51,3,2,0,56,0,50,0,1,0
210,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,17,16,-1.0,2,315,311,306,50,0,0,6,43,6,1,6,50,6,43,0,0,0
211,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,19,20,1.0,2,539,242,230,56,0,0,0,51,4,1,0,56,0,51,0,0,0
212,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,12,14,2.0,2,457,331,318,55,0,1,0,49,5,2,0,56,0,49,0,0,0
213,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,18,19,1.0,0,828,322,320,51,0,3,2,40,10,4,2,54,2,40,0,0,0
214,Hamilton,2,tablet,NA,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,3,8,5.0,0,422,290,284,54,2,0,0,51,3,2,0,56,0,50,1,0,0
215,Hamilton,2,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,9.0,3,15,12.0,2,188,239,236,54,1,1,0,51,3,2,0,56,0,50,0,1,0
217,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,0,15,15.0,2,350,232,220,64,3,12,0,54,21,1,3,79,0,54,0,0,0
218,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,NA,16,NA,4,448,246,246,73,0,6,0,62,15,2,0,79,0,59,0,3,0
219,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,1,10,9.0,6,355,139,133,76,0,3,0,73,5,1,0,79,0,73,0,0,0
220,Hamilton,5,tablet,NA,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,5,12,7.0,2,302,239,232,78,0,0,1,72,3,3,1,79,0,72,0,0,0
222,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,9,16,7.0,0,427,248,244,66,0,3,0,54,6,3,6,69,0,54,0,0,0
223,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,13,18,5.0,1,483,281,268,79,0,0,1,53,14,12,1,80,0,53,0,0,0
224,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,16,19,3.0,0,823,332,322,73,0,0,6,64,6,3,6,73,6,64,0,0,0
225,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,13,19,6.0,0,857,299,299,80,0,0,0,61,11,8,0,80,0,61,0,0,0
226,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,8,19,11.0,1,477,272,268,55,0,21,3,39,34,0,6,76,3,39,0,0,0
228,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,11,17,6.0,1,783,311,311,79,0,0,0,76,0,0,3,79,0,76,0,0,0
229,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,NA,22,NA,1,544,239,235,70,3,0,6,58,6,9,6,73,6,55,3,0,0
230,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,3,14,11.0,2,299,242,236,70,0,9,0,60,18,1,0,79,0,60,0,0,0
231,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,14,19,5.0,4,708,301,299,70,3,0,6,56,10,7,6,79,0,56,0,0,0
232,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,18,20,2.0,2,697,314,314,76,0,3,0,78,0,1,0,79,0,75,0,3,0
233,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,2,15,13.0,1,234,200,194,70,0,9,0,62,8,0,9,79,0,59,0,3,0
234,Hamilton,5,tablet,NA,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,7,9,2.0,0,505,269,267,70,0,9,0,65,7,4,3,79,0,65,0,0,0
235,Hamilton,5,tablet,NA,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,2,8,6.0,4,295,250,246,77,3,0,0,79,1,0,0,80,0,76,3,0,0
236,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,6,18,12.0,0,527,217,207,10,0,0,69,7,2,1,69,10,69,7,0,0,0
238,Hamilton,5,tablet,NA,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,11,11,0.0,0,587,282,276,73,0,0,6,70,3,0,6,76,3,70,0,0,0
239,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,13,19,6.0,0,645,300,296,65,0,9,6,55,10,6,9,77,3,52,0,3,0
240,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,13,19,6.0,3,707,320,318,70,0,6,3,73,3,0,3,76,3,70,0,3,0
242,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,10,15,5.0,4,503,228,219,79,0,0,0,59,12,8,0,79,0,59,0,0,0
243,Hamilton,5,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,11,15,4.0,8,259,229,225,79,0,0,0,77,0,2,0,79,0,77,0,0,0
244,Hamilton,5,tablet,no,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12.0,16,21,5.0,1,831,320,315,79,0,0,0,74,5,0,0,79,0,74,0,0,0
246,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,14,17,3.0,0,317,292,292,64,0,2,0,62,2,0,2,66,0,62,0,0,0
247,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,12,21,9.0,1,928,298,298,64,2,0,0,55,9,0,2,66,0,55,0,0,0
248,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,11,16,5.0,0,362,288,279,64,0,2,0,56,5,3,2,66,0,56,0,0,0
249,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,20,22,2.0,6,735,296,296,64,0,0,2,60,2,2,2,64,2,60,0,0,0
250,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,12,20,8.0,4,500,289,285,62,0,4,0,58,8,0,0,66,0,56,0,2,0
251,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,17,15,-2.0,3,331,221,216,62,4,0,0,47,13,0,6,66,0,47,0,0,0
252,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,14,19,5.0,1,600,281,279,58,4,2,0,54,6,0,4,64,0,50,2,2,0
253,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,3,18,15.0,3,240,274,266,58,2,4,2,55,2,1,8,64,2,49,2,4,0
254,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,NA,16,NA,1,550,249,241,54,2,10,0,44,16,2,4,66,0,42,0,2,0
255,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,5,NA,NA,1,433,292,288,42,0,0,24,33,1,2,30,42,24,33,0,0,0
256,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,6,13,7.0,0,361,221,221,66,0,0,0,48,11,1,6,66,0,48,0,0,0
257,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,11,18,7.0,3,538,297,289,52,2,8,2,50,3,3,8,62,2,46,0,4,0
258,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,18,19,1.0,1,381,268,253,40,0,2,24,33,6,3,24,42,24,33,0,0,0
260,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,7,21,14.0,3,397,236,232,54,8,2,0,49,8,3,4,64,0,43,6,0,0
261,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,5,14,9.0,1,466,300,296,52,10,4,0,44,18,0,4,66,0,34,8,2,0
262,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,3,5,2.0,4,438,261,250,62,2,0,2,42,16,0,8,64,2,40,2,0,0
263,Hamilton,6,tablet,no,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,NA,14,NA,1,315,284,274,54,0,4,8,42,10,0,14,58,8,42,0,0,0
264,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,4,16,12.0,4,215,267,263,66,0,0,0,60,6,0,0,66,0,60,0,0,0
479,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,6,19,13.0,0,240,255,253,62,2,2,0,55,9,0,2,66,0,55,0,0,0
480,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,NA,12,NA,1,126,209,209,51,2,12,1,36,24,3,3,65,1,32,2,2,0
481,Hamilton,6,tablet,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11.0,10,16,6.0,1,3,6,0,62,0,4,0,45,16,1,4,66,0,45,0,0,0
5101,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,11,22,11.0,0,205,254,227,60,1,1,0,56,4,2,0,62,0,55,1,0,0
5102,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,12,14,2.0,1,174,217,185,49,1,7,5,36,20,1,5,57,5,36,0,0,0
5103,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,NA,8,NA,1,171,258,164,60,0,2,0,52,7,3,0,62,0,51,0,1,0
5104,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,15,20,5.0,0,149,222,195,61,0,0,1,52,5,4,1,61,1,52,0,0,0
5105,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,9,15,6.0,0,161,250,224,61,0,1,0,50,6,6,0,62,0,50,0,0,0
5106,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,15,17,2.0,2,142,253,193,56,0,3,3,39,16,4,3,59,3,39,0,0,0
5107,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,8,17,9.0,2,166,224,196,58,1,2,1,44,16,1,1,61,1,44,0,0,0
5108,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,17,20,3.0,0,192,254,242,62,0,0,0,56,4,2,0,62,0,56,0,0,0
5109,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,2,15,13.0,1,159,216,189,59,1,2,0,45,13,4,0,62,0,44,1,0,0
5110,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,12,19,7.0,2,175,253,232,58,1,1,2,42,17,1,2,60,2,41,1,0,0
5111,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,8,17,9.0,0,172,241,227,62,0,0,0,57,4,1,0,62,0,57,0,0,0
5112,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,6,13,7.0,2,74,196,159,56,6,0,0,49,10,3,0,62,0,48,1,0,0
5113,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,NA,19,NA,1,155,233,222,58,3,1,0,46,16,0,0,62,0,44,2,0,0
5114,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,13,20,7.0,2,202,249,226,58,1,0,3,46,13,0,3,59,3,46,0,0,0
5115,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,5,20,15.0,1,151,261,221,61,1,0,0,51,10,1,0,62,0,50,1,0,0
5117,Hamilton,3,paper,y,10.0,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8.0,6,22,16.0,1,104,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Lakota,2,tablet,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,1,2,1.0,NA,245,106,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,Lakota,2,tablet,y,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,2,7,5.0,NA,289,130,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,Lakota,2,tablet,NA,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,3,NA,NA,NA,132,80,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,Lakota,2,tablet,NA,53.0,7.0,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55.0,26.0,2,1,-1.0,NA,262,130,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
